,data,Freq
91,2015-08-31,8
92,2015-09-01,21
93,2015-09-02,27
94,2015-09-03,39
95,2015-09-04,30
96,2015-09-05,20
97,2015-09-06,10
98,2015-09-07,11
99,2015-09-08,28
100,2015-09-09,27
101,2015-09-10,23
102,2015-09-11,30
103,2015-09-12,18
104,2015-09-13,11
105,2015-09-14,27
106,2015-09-15,34
107,2015-09-16,23
108,2015-09-17,22
109,2015-09-18,16
110,2015-09-19,17
111,2015-09-20,14
112,2015-09-21,27
113,2015-09-22,33
114,2015-09-23,34
115,2015-09-24,27
116,2015-09-25,33
117,2015-09-26,22
118,2015-09-27,13
119,2015-09-28,35
120,2015-09-29,24
121,2015-09-30,26
122,2015-10-01,30
123,2015-10-02,34
124,2015-10-03,28
125,2015-10-04,11
126,2015-10-05,32
127,2015-10-06,29
128,2015-10-07,25
129,2015-10-08,27
130,2015-10-09,36
131,2015-10-10,23
132,2015-10-11,14
133,2015-10-12,13
134,2015-10-13,33
135,2015-10-14,28
136,2015-10-15,27
137,2015-10-16,38
138,2015-10-17,20
139,2015-10-18,26
140,2015-10-19,13
141,2015-10-20,28
142,2015-10-21,20
143,2015-10-22,31
144,2015-10-23,34
145,2015-10-24,31
146,2015-10-25,8
147,2015-10-26,43
148,2015-10-27,24
149,2015-10-28,25
150,2015-10-29,25
151,2015-10-30,27
152,2015-10-31,14
153,2015-11-01,13
154,2015-11-02,9
155,2015-11-03,31
156,2015-11-04,33
157,2015-11-05,32
158,2015-11-06,34
159,2015-11-07,22
160,2015-11-08,12
161,2015-11-09,45
162,2015-11-10,32
163,2015-11-11,43
164,2015-11-12,9
165,2015-11-13,40
166,2015-11-14,24
167,2015-11-15,16
168,2015-11-16,19
169,2015-11-17,29
170,2015-11-18,32
171,2015-11-19,30
172,2015-11-20,27
173,2015-11-21,20
174,2015-11-22,20
175,2015-11-23,22
176,2015-11-24,21
177,2015-11-25,24
178,2015-11-26,24
179,2015-11-27,30
180,2015-11-28,15
181,2015-11-29,20
182,2015-11-30,6
183,2015-12-01,43
184,2015-12-02,35
185,2015-12-03,37
186,2015-12-04,36
187,2015-12-05,23
188,2015-12-06,22
189,2015-12-07,36
190,2015-12-08,14
191,2015-12-09,43
192,2015-12-10,39
193,2015-12-11,40
194,2015-12-12,23
195,2015-12-13,27
196,2015-12-14,33
197,2015-12-15,41
198,2015-12-16,32
199,2015-12-17,30
200,2015-12-18,32
201,2015-12-19,26
202,2015-12-20,16
203,2015-12-21,28
204,2015-12-22,43
205,2015-12-23,28
206,2015-12-24,24
207,2015-12-25,12
208,2015-12-26,19
209,2015-12-27,13
210,2015-12-28,30
211,2015-12-29,35
212,2015-12-30,16
213,2015-12-31,15
214,2016-01-01,13
215,2016-01-02,13
216,2016-01-03,15
217,2016-01-04,29
218,2016-01-05,20
219,2016-01-06,22
220,2016-01-07,20
221,2016-01-08,36
222,2016-01-09,21
223,2016-01-10,15
224,2016-01-11,23
225,2016-01-12,26
226,2016-01-13,22
227,2016-01-14,19
228,2016-01-15,6
229,2016-01-16,23
230,2016-01-17,12
231,2016-01-18,34
232,2016-01-19,33
233,2016-01-20,20
234,2016-01-21,10
235,2016-01-22,4
236,2016-01-23,10
237,2016-01-24,13
238,2016-01-25,31
239,2016-01-26,28
240,2016-01-27,38
241,2016-01-28,25
242,2016-01-29,16
243,2016-01-30,12
244,2016-01-31,9
245,2016-02-01,31
246,2016-02-02,24
247,2016-02-03,20
248,2016-02-04,21
249,2016-02-05,16
250,2016-02-06,18
251,2016-02-07,12
252,2016-02-08,14
253,2016-02-09,11
254,2016-02-10,17
255,2016-02-11,25
256,2016-02-12,30
257,2016-02-13,21
258,2016-02-14,12
259,2016-02-15,36
260,2016-02-16,30
261,2016-02-17,21
262,2016-02-18,25
263,2016-02-19,25
264,2016-02-20,17
265,2016-02-21,13
266,2016-02-22,25
267,2016-02-23,11
268,2016-02-24,22
269,2016-02-25,30
270,2016-02-26,29
271,2016-02-27,20
272,2016-02-28,11
273,2016-02-29,24
274,2016-03-01,26
275,2016-03-02,32
276,2016-03-03,26
277,2016-03-04,6
278,2016-03-05,17
279,2016-03-06,17
280,2016-03-07,28
281,2016-03-08,27
282,2016-03-09,36
283,2016-03-11,16
284,2016-03-12,35
285,2016-03-13,9
286,2016-03-14,27
287,2016-03-15,25
288,2016-03-16,24
289,2016-03-17,24
290,2016-03-18,26
291,2016-03-19,12
292,2016-03-20,11
293,2016-03-21,38
294,2016-03-22,2
295,2016-03-23,34
296,2016-03-24,34
297,2016-03-25,12
298,2016-03-26,14
299,2016-03-27,7
300,2016-03-28,23
301,2016-03-29,6
302,2016-03-30,21
303,2016-03-31,7
304,2016-04-02,12
305,2016-04-03,15
306,2016-04-04,25
307,2016-04-05,20
308,2016-04-06,29
309,2016-04-07,23
310,2016-04-08,30
311,2016-04-09,22
312,2016-04-10,10
313,2016-04-11,30
314,2016-04-12,23
315,2016-04-13,33
316,2016-04-14,27
317,2016-04-15,30
318,2016-04-16,23
319,2016-04-17,16
320,2016-04-18,28
321,2016-04-19,29
322,2016-04-20,34
323,2016-04-21,13
324,2016-04-22,14
325,2016-04-23,12
326,2016-04-24,12
327,2016-04-25,39
328,2016-04-26,25
329,2016-04-27,28
330,2016-04-28,25
331,2016-04-29,33
332,2016-04-30,21
333,2016-05-01,18
334,2016-05-02,32
335,2016-05-03,28
336,2016-05-04,22
337,2016-05-05,33
338,2016-05-06,20
339,2016-05-07,20
340,2016-05-08,12
341,2016-05-09,13
342,2016-05-10,27
343,2016-05-11,29
344,2016-05-12,23
345,2016-05-13,31
346,2016-05-14,12
347,2016-05-15,9
348,2016-05-16,27
349,2016-05-17,28
350,2016-05-18,30
351,2016-05-19,24
352,2016-05-20,24
353,2016-05-21,20
354,2016-05-22,10
355,2016-05-23,28
356,2016-05-24,24
357,2016-05-25,23
358,2016-05-26,21
359,2016-05-27,38
360,2016-05-28,21
361,2016-05-29,24
362,2016-05-30,5
363,2016-05-31,22
364,2016-06-01,36
365,2016-06-02,22
366,2016-06-03,32
367,2016-06-04,17
368,2016-06-05,15
369,2016-06-06,31
370,2016-06-07,25
371,2016-06-08,28
372,2016-06-09,34
373,2016-06-10,26
374,2016-06-11,23
375,2016-06-12,12
376,2016-06-13,23
377,2016-06-14,33
378,2016-06-15,25
379,2016-06-16,30
380,2016-06-17,30
381,2016-06-18,21
382,2016-06-19,12
383,2016-06-20,30
384,2016-06-21,32
385,2016-06-22,31
386,2016-06-23,25
387,2016-06-24,12
388,2016-06-25,10
389,2016-06-26,3
390,2016-06-27,21
391,2016-06-28,35
392,2016-06-29,27
393,2016-06-30,37
394,2016-07-01,26
395,2016-07-02,17
396,2016-07-03,8
397,2016-07-04,19
398,2016-07-05,12
399,2016-07-06,36
400,2016-07-07,25
401,2016-07-08,29
402,2016-07-09,19
403,2016-07-10,20
404,2016-07-11,36
405,2016-07-12,34
406,2016-07-13,25
407,2016-07-14,28
408,2016-07-15,23
409,2016-07-16,18
410,2016-07-17,9
411,2016-07-18,24
412,2016-07-19,28
413,2016-07-20,24
414,2016-07-21,18
415,2016-07-22,28
416,2016-07-23,15
417,2016-07-24,20
418,2016-07-25,24
419,2016-07-26,27
420,2016-07-27,22
421,2016-07-28,28
422,2016-07-29,25
423,2016-07-30,18
424,2016-07-31,15
425,2016-08-01,27
426,2016-08-02,25
427,2016-08-03,21
428,2016-08-04,20
429,2016-08-05,32
430,2016-08-06,24
431,2016-08-07,11
432,2016-08-08,24
433,2016-08-09,33
434,2016-08-10,30
435,2016-08-11,31
436,2016-08-12,32
437,2016-08-13,17
438,2016-08-14,13
439,2016-08-15,30
440,2016-08-16,25
441,2016-08-17,34
442,2016-08-18,31
443,2016-08-19,24
444,2016-08-20,18
445,2016-08-21,17
446,2016-08-22,32
447,2016-08-23,33
448,2016-08-24,28
449,2016-08-25,39
450,2016-08-26,25
451,2016-08-27,25
452,2016-08-28,19
